source_text_index,source_text,dialog_gpt_summary,extracted_brands
485,"Менеджер: Добрый день, менеджер поддержки Алексей, слушаю вас.
 Клиент: Здравствуйте, Алексей, у меня заказ на Парнасе Горелка. Он сегодня после 12 будет готов к отгрузке. Я могу в понедельник его забрать, или мне сегодня надо обязательно?
 Менеджер: А
 Менеджер: Ну, у вас заказ на физ лицо оформлен WAGNER, подскажите?
 Клиент: Да, на Физ.
 Менеджер: А так готов к выдаче да резерв до 18 числа у вас?
 Клиент: 118 Это понедельник.
 Менеджер: А до понедельника включительно можете забрать в понедельник, к примеру.
 Клиент: То есть в понедельник я могу забрать в 1 половине дня?
 Менеджер: Да все верно.
 Клиент: Все понял вас хорошо, спасибо.
 Менеджер: Пожалуйста, еще вопросы есть какие то у вас.
 Клиент: Нет.
 Менеджер: Благодарю за обращение, прошу остаться на линии, оценить качество звонка до свидания.","{
  ""brands"": [
  {
  ""brand"": ""WAGNER"",
  ""count"": ""1""
  }
  ]
 }","[{""brand"": ""WAGNER"", ""count"": 1}]"
486,"Менеджер: Здравствуйте, менеджер поддержки Екатерина, я вас слушаю.
 Клиент: Добрый день, я вам звоню вам от компании МегаФон. Спрашиваю, а скажите, пожалуйста, мне интересно вот по поводу ситуации по счету 193 92?
 Менеджер: Так Так Так?
 Клиент: Последние последние цифры скажу вам 193 92.
 Менеджер: Угу, 1 минуту, пожалуйста, прогружаю информацию.
 Менеджер: Так 193 92 правильно услышала.
 Клиент: Да, да,
 Менеджер: Не вижу данного заказа.
 Клиент: Давайте счет номер, смотрите 25083-25-08 182 550.
 Менеджер: Угу угу.
 Менеджер: Угу.
 Клиент: Потом все 93 92.
 Менеджер: Угу нашла.
 Менеджер: 1 Минуту проверяю.
 Менеджер: Так там у вас AE&T перфоратор?
 Клиент: Да,
 Менеджер: Ручной, ну так и шлифмашинка у вас будет доставка. 15 0 8 То есть сегодня с 3 до 6 вечера курьер пока что еще не назначен?
 Клиент: Угу.
 Клиент: Хорошо, а адрес какой написано адрес Вотсап?
 Менеджер: Улица Фридриха Энгельса 56.
 Клиент: Еще раз.
 Менеджер: Улица Фридриха Энгельса 56.
 Клиент: Деньги за 50 сегодня, раз сегодня я получаю.
 Менеджер: Да сегодня, 15 0 8 с 3 до 6 пожалуйста, хорошего дня вам.
 Клиент: Все ладно, спасибо, ждем хорошо, да да до свидания.","{
  ""brands"": [
  {
  ""brand"": ""МегаФон"",
  ""count"": ""1""
  },
  {
  ""brand"": ""AEG"",
  ""count"": ""1""
  },
  {
  ""brand"": ""WhatsApp"",
  ""count"": ""1""
  }
  ]
 }","[{""brand"": ""МегаФон"", ""count"": 1}, {""brand"": ""AE&T"", ""count"": 1}]"
487,"Менеджер: Здравствуйте, номер поддержки Денис, чем могу помочь?
 Клиент: Да, Денис, а не могли бы меня с менеджером по продажам соединить с каким нибудь?
 Менеджер: Так, а как юридическое или как частное лицо обращаетесь?
 Клиент: Юридическая.
 Менеджер: Как могу к вам обращаться?
 Клиент: Александр.
 Менеджер: Александр очень приятно, а иную организацию можете подсказать.
 Клиент: Да могу.
 Менеджер: Профгрупп или нет.
 Клиент: Да, да, да, да?
 Менеджер: Угу секунду.
 Менеджер: У вас в вашей организации есть куратор, а Абушаева Юлия Добавочный?
 Клиент: Сейчас секунду я сейчас перезвоню вам сейчас секундочку.","{
  ""brands"": [
  {
  ""brand"": ""ПрофГрупп"",
  ""count"": ""1""
  }
  ]
 }","[{""brand"": ""Профгрупп"", ""count"": 1}]"
488,"Менеджер: Добрый день, Марина, менеджер поддержки, слушаем вас.
 Клиент: Девушка, здравствуйте, подскажите, пожалуйста, вот у нас тут такая ситуация произошла. Мы заказали товар, забрали, получается, а у нас там 1 направляющей. Вообще ко всем позициям не хватает, можете мне или с менеджером соединить, чтобы я у него спросила. Может, эту позицию нужно было отдельно заказывать?
 Менеджер: Полина, подскажите, пожалуйста, это какой заказ или счет можете подсказать номер?
 Клиент: Вот у нас он 1 единственный был, пока что мы заказывали 20 ремней и 10 цепей. Вот к цепям должны идти в комплекте таурепа цепи. В наличии есть в мешках запакованные, а таурепов нету.
 Менеджер: Полина, вы сможете подсказать номер заказа или номер счета?
 Клиент: Ну давайте попробуем.
 Клиент: Нет, скорее всего, сейчас я буду это искать. Ну давайте я поищу, где то он написал.
 Клиент: А по Инн никак не найдете.
 Менеджер: Давайте попробуем компания Шакман Логистик.
 Клиент: Да,
 Менеджер: Угу, сейчас минуту, пожалуйста, а заказ, когда был оформлен.
 Клиент: Я вам могу, Инн продиктовать.
 Клиент: Месяце.
 Менеджер: Угу, Угу, сейчас попробуем поискать. А что там за там, на какую сумму ваш заказ помните?
 Клиент: В июле.
 Клиент: 90 С чем то тысяч?
 Клиент: В районе 100.
 Клиент: Он 1 заказ у нас был.
 Менеджер: Я вижу заказ на
 Менеджер: 94280 Р полученный, а по какому товару у вас не комплект?
 Клиент: А вот у нас по цепям.
 Клиент: Потом мне скинул, да, да, да есть стяжка же вот то, что мы оплачивали. Она же идет в комплекте с таурепом, правильно?
 Менеджер: Стяжка цепная, да?
 Клиент: Или его отдельно нужно заказывать?
 Менеджер: Не знаю.
 Менеджер: Что это такое, так сейчас секунду, пожалуйста.
 Клиент: На ну даже если на саму картинку нажимать там картинка, вот с этими закрепляющим механизмом.
 Клиент: А пришли одни только цепи, он у меня 1 мешок вскрыл, они все в мешках.
 Клиент: Я говорю, другие пока не вскрываем. Говорит, я и так понимаю, что там ничего нету.
 Менеджер: Так сейчас минуту, пожалуйста.
 Менеджер: Спасибо за ожидание, ну вот в комплектации написано, должны быть талрепы, цепные, крепежные. Ага, вот вы товар на руки полностью получается, забрали, да?
 Клиент: Да их нету ни 1, ни 1.
 Клиент: Да, но мы думали, там там упаковка, это запечатанный пакет, то есть их было 10 запечатано.
 Менеджер: Угу, спасибо за информацию, Полин. Этим вопросом он занимается отдел сопровождения обращений. Сейчас я им направлю заявку, они обязаны будут с вами связаться для решения вопроса по поводу замены. Возврата или докомплекта. Скажите, пожалуйста, перезвонить им вам на этот номер можно будет? Угу, сейчас минуту, пожалуйста, я посмотрю, по каким срокам они должны позвонить, в какое время минуту, пожалуйста.
 Клиент: Да,
 Менеджер: Благодарю за ожидание.
 Менеджер: Так сейчас направлю вам заявку в течение получаса, обязаны перезвонить. Вам ожидайте, пожалуйста, обратный звонок, Полина.
 Клиент: Угу спасибо большое.
 Менеджер: Всего доброго, до свидания.
 Клиент: Угу, до свидания.","{
  ""brands"": [
  {
  ""brand"": ""Shacman"",
  ""count"": ""1""
  }
  ]
 }","[{""brand"": ""Шакман Логистик"", ""count"": 1}]"
489,"Менеджер: Добрый день, менеджер поддержки Ольга, чем могу помочь вам?
 Клиент: Я хотел бы узнать, или я стер случайно, я делал заказ. Там магазин все инструменты на Волгоградском проспекте, 17 на вот и хотел узнать номер этого заказа. Чтобы и так они могут ночью с отделом продажи, надо связаться.
 Менеджер: Заказ на магазин, все инструменты на Волгоградском проспекте 17.
 Менеджер: Антон Михайлович, ну у вас по номеру телефона вижу заказ? Там у вас универсальные пылесборники и мешки для пылесосов да заказ у вас угу. Так они у вас ориентировочно поступают завтра в 14:00 на Волгоградский проспект, дом 17. Вам придет сообщение, вам номер заказа да нужен.
 Клиент: Да да да да да да да.
 Клиент: Угу.
 Клиент: А то есть придет да сообщение, что они номер, просто они спрашивают этот или телефон. Это, но я разберусь все спасибо, все тогда, да?
 Менеджер: Да, конечно.
 Менеджер: Ну, я вам на всякий случай номер заказа в СМС сообщении сейчас отправила повторно, так да. Угу, отправила.
 Клиент: Ага, хорошо, спасибо, да да пришлите тогда.
 Клиент: Все спасибо, до свидания.
 Менеджер: Скажите, пожалуйста, еще могу чем-нибудь помочь?
 Клиент: Нет, нет, нет, все спасибо.
 Менеджер: Спасибо вам за обращение в нашу компанию, хорошего дня.","{
  ""brands"": [
  {
  ""brand"": ""ВсеИнструменты"",
  ""count"": ""2""
  }
  ]
 }","[{""brand"": ""все инструменты"", ""count"": 1}]"
490,"Менеджер: Добрый день, Марина, менеджер поддержки, слушаем вас, Юрий.
 Клиент: Да, Мария, доброе утро, Мария, подскажите, пожалуйста, вот просто не совсем понятная ситуация. Разъясните, пожалуйста, я сейчас сделал заказ и заказал ручную лебедку Штеплер 0 5 т вот. А я только что зашел сейчас на ваш сайт, там написано, что их нет в наличии. Я как бы последнюю взял или просто менеджер может быть, что то упустил, и я не смогу ее завтра взять.
 Менеджер: Последнюю, да?
 Клиент: А да, то есть мне она достанется, да?
 Менеджер: Да, она придет 16 весь заказ 16 августа в 11 придет на Можайское шоссе 198.
 Клиент: Да, да, да не я знаю, да просто я думаю вдруг, а.
 Клиент: Да я в курсе, я просто боялся, что вдруг это ошибка, потому что их нет в наличии. И удивился, как я смог ее купить все. Большое спасибо, тогда вопросов больше нету. Спасибо, до свидания, да спасибо до свидания.
 Менеджер: Угу, до свидания, Юрий.","{
  ""brands"": [
  {
  ""brand"": ""SHTAPLER"",
  ""count"": ""1""
  }
  ]
 }","[{""brand"": ""Штеплер"", ""count"": 1}]"
495,"Менеджер: Добрый день, менеджер поддержки Кристина Евгений, я вас слушаю.
 Клиент: Здравствуйте, смотрите, у меня такой вопрос слышно, меня хорошо.
 Менеджер: Да, Евгений, я вас слышу хорошо.
 Клиент: Угу, а я вот хотел покупку сделать, а у меня есть 2000 бонусов Сбер. Спасибо, как я могу их потратить на сайте.
 Менеджер: Евгений, у нас не принимается оплата бонусами, спасибо.
 Клиент: А с какого времени?
 Менеджер: С июня месяца мы не работаем с данной программой.
 Клиент: Елки палки, я все копил, копил. Думаю, у вас что, нибудь купить, понятно, ясно?
 Менеджер: Момент Евгений можем помочь с выбором товара, что то вам предложить.
 Клиент: Да, я знаю, что мне нужно, ну ясно, ладно? Спасибо большое, не успел, а вы не планируете, да в ближайшее время ничего, как бы возвращаться к спасибо, мы хотим.
 Менеджер: Пока информации не было, то есть, как только возобновится работа, то обязательно оповестим и на сайте будет данная информация.
 Клиент: Ну ясно, ну ладно, ладно, спасибо, до свидания, угу до свидания.
 Менеджер: Спасибо вам за обращение хорошего дня до свидания.","{
  ""brands"": [
  {
  ""brand"": ""СберСпасибо"",
  ""count"": ""3""
  }
  ]
 }","[{""brand"": ""Сбер"", ""count"": 1}]"
497,"Менеджер: Добрый день, Марина, менеджер поддержки, слушаем вас.
 Клиент: Марина, здравствуйте, мне вчера должны были отгрузить товар, видимо, не дозвонились мне.
 Менеджер: Угу, давайте посмотрим, как могу к вам обращаться.
 Клиент: Инна 1.
 Менеджер: Инна, номер заказа, продиктуйте, пожалуйста.
 Клиент: Минуту.
 Клиент: 70 Так 47 59 84 60 928.
 Менеджер: Инна, это не наш заказ, у нас таких номеров заказов нет. Я не смогу вас проконсультировать.
 Менеджер: Инна.
 Клиент: Да, да, да, да?
 Менеджер: Вы где заказ оформляли?
 Клиент: Яндекс.
 Менеджер: Вам нужно туда, в чат, поддержку обратиться для консультации.
 Клиент: Ну, мне пришло сообщение, что мне нужно созвониться с вами.
 Менеджер: Ин, а заказ привязан к этому телефону, с которого сейчас звоните?
 Клиент: Да, поэтому да?
 Менеджер: Я на нем не нашла ни 1 заказа, пожалуйста, обратитесь в поддержку Яндекс. Мы не сможем ваш вопрос решить.
 Клиент: Угу здорово спасибо, поняла?
 Менеджер: Угу всего доброго до свидания.","{
  ""brands"": [
  {
  ""brand"": ""Яндекс"",
  ""count"": ""2""
  }
  ]
 }","[{""brand"": ""Яндекс"", ""count"": 2}]"
498,"Менеджер: Менеджер поддержки Юлия, здравствуйте.
 Клиент: Юлия, доброго дня звоню вам из Москвы. У нас заказ на склад в Домодедово, вот приезжаем на склад Домодедово, там огромными буквами написано всех инструментов. Тут нет, вот куда ехать, подскажите.
 Клиент: Адрес какой то уточните.
 Менеджер: Минуту, пожалуйста, Анна, у нас не менялся адрес. На нашем складе там будет указатель склад самовывоза после 2.
 Менеджер: Шлагбаума там будет указано проезд на склад самовывоза, вам только на самовывоз нужно ориентироваться или на шлагбауме. Есть какая охрана, чтобы для уточнения, куда проехать?
 Клиент: Угу так хорошо, ладно, сейчас тогда передам информацию водителю.
 Менеджер: Самовывоз да ориентируйтесь там на самовывоз, будет указан на проезд.
 Клиент: Угу, да хорошо, ладно, сейчас тогда передам водителю. Спасибо, если что перезвоню, да ага да угу всего доброго до свидания.
 Менеджер: Да, пожалуйста, перезвоните, конечно, всего доброго.","{
  ""brands"": [
  {
  ""brand"": ""ВсеИнструменты"",
  ""count"": ""1""
  }
  ]
 }",[]
499,"Менеджер: Менеджер поддержки Екатерина Добрый день, как могу к вам обращаться?
 Клиент: Здравствуйте, Андрей зовут.
 Менеджер: Добрый день, Андрей, какой вопрос у вас?
 Клиент: Не подскажите, Октябрьская 235 Ставрополь есть связь с продавцом? Что то закрыто, света нету, может, что случилось.
 Менеджер: Угу.
 Менеджер: Так сейчас посмотрим минуту.
 Клиент: Ни записки ничего нету.
 Менеджер: Так благодарю за ожидание Октябрьская, 235 правильно минуту попробую уточнить.
 Клиент: 235
 Менеджер: Андрей, благодарю за ожидание, попробую соединиться с пунктом выдачи, оставайтесь на линии.
 Клиент: Так там никого нету.
 Менеджер: Так благодарю за ожидание, пока никто не отвечает сейчас 1 минуту еще.
 Клиент: Так там никого нету, я же говорю, может на мобильный позвонить ему.
 Менеджер: Сейчас 1 минуту проверяю.
 Менеджер: Угу, Андрей, благодарю за ожидание, я тогда уточню информацию и перезвоню вам о работе пункта выдачи. Подскажите, а вам смс не приходило на телефон о том, что временные там неполадки? Обычно, когда закрывается пункт выдачи, мы предупреждаем Угу.
 Клиент: Сейчас секунду посмотрю я.
 Клиент: Момент прихождения СМС.
 Клиент: Все инструменты, что прибывает часть заказа и заказ ждет вас резерв 3 дня, больше ничего таких.
 Менеджер: Угу, Угу, хорошо, я тогда для вас уточню работу пункта выдачи и свяжусь.
 Менеджер: Да, да, попробую уточнить тогда с информацией. С вами свяжусь хорошего дня, всего доброго, до свидания.","{
  ""brands"": [
  {
  ""brand"": ""ВсёИнструменты.ру"",
  ""count"": ""1""
  }
  ]
 }","[{""brand"": ""все инструменты"", ""count"": 1}]"
502,"Менеджер: Менеджер поддержки Индия, здравствуйте, слушаю вас.
 Клиент: Здравствуйте, меня, Александр Вениаминович, город Челябинск. Вот у меня сегодня заказ должен быть доставлен, а я сейчас в личный кабинет зашел. Что-то написано, все уведомления заблокированы. Вы не могли бы уточнить заказ 99 444, место доставки — улица Изумрудная?
 Менеджер: Угу.
 Менеджер: Да, давайте сейчас посмотрим, Александр Вениаминович, минуту.
 Клиент: Хорошо, я буду очень признателен вам.
 Менеджер: Угу, да, конечно, сейчас посмотрю.
 Менеджер: Так, да, вижу, сейчас у вас здесь РЕСАНТА. Инфракрасный обогреватель и ещё товар здесь. Так, смотрите, получается, по вашему заказу таймер-навигатор? Он готов к выдаче, а инфракрасный обогреватель пока ещё не поступил — после 13-го где-то будет поступление, так СМС-оповещение вам должно прийти. Вот я смотрю, 0 1 8 7 здесь стоит галочка, поэтому СМС должно прийти. Угу.
 Клиент: Так, так, так?
 Клиент: Да, да, да, да, да, 0 1 87, телефон. Все дело в том, что вы посылаете оповещение не через WhatsApp, а по обычному телефону. Хорошо, потому что WhatsApp сейчас отвратительно работает, блокирует его.
 Менеджер: Да, да, да, да?
 Менеджер: Угу, ну да, СМС приходит, да, да, да?
 Менеджер: Ну да, да, да, поэтому дождитесь оповещения, да, и у вас в резерве будет 18 числа до 18 числа по адресу: Западная Изумрудная, 12а, с 9 до 20 — они всю неделю работают, да?
 Клиент: Хорошо.
 Клиент: Да, да.
 Клиент: Спасибо большое вам.
 Менеджер: Хорошо, да, есть у вас ещё вопросы ко мне?
 Клиент: Нет, спасибо большое, всё в порядке.
 Менеджер: Угу, оставайтесь хорошо, оставайтесь на линии, чтобы оценить качество звонка. До свидания.
 Клиент: Спасибо, спасибо.","{
  ""brands"": [
  {
  ""brand"": ""Ресанта"",
  ""count"": ""1""
  },
  {
  ""brand"": ""WhatsApp"",
  ""count"": ""2""
  }
  ]
 }","[{""brand"": ""РЕСАНТА"", ""count"": 1}, {""brand"": ""WhatsApp"", ""count"": 2}]"
503,"Менеджер: Добрый день, отдел поддержки меня зовут Виктор. Чем могу вам помочь, а, молодой человек?
 Клиент: А молодой человек, здравствуйте, мы бы хотели срок хранения продлить.
 Клиент: Да, он пришел, но мы не успеваем забрать сегодня, а тут выходной, Сергей, меня зовут.
 Менеджер: Как могу к вам обращаться?
 Менеджер: Сергей, обращаетесь от ООО Техмаш, правильно понял? Подскажите последние цифры заказа, о котором идет речь 62 390 р. 64 64 Так минуту давайте проверим информацию.
 Клиент: Да, да,
 Клиент: 64 64 607
 Менеджер: Так заказ сейчас минуту на сумму 13 488 вижу довольно объемный, так сейчас проверю по доставке.
 Клиент: Угу.
 Менеджер: Так позиции готово, готово.
 Менеджер: Так так, у вас 1 минуту, Сергей, так у вас резерв до 28 августа.
 Клиент: До 28 августа.
 Менеджер: Да,
 Клиент: Не знаю я вот это письмо, смотрю, написано заберите в течение 3 дней.
 Менеджер: Ну, это возможно автоматическая рассылка, но здесь я вижу, что у вас резерв до 28 августа.
 Клиент: То есть поэтому 64 607 я могу в понедельник забрать, да если что?
 Менеджер: 4 607 Ну да, вплоть до 28 августа включительно. Давайте на всякий случай информацию, я еще через другой источник проверю, чтобы вас в случае чего не вводить в заблуждение. Оставайтесь, пожалуйста, на линии Сергей, проверим на всякий случай.
 Клиент: Все.
 Клиент: Угу хорошо, хорошо?
 Клиент: Я сказал подождать, сейчас все проверю.
 Менеджер: Так еще минуту, Сергей, пожалуйста, я здесь я работаю.
 Клиент: Хорошо, хорошо, жду.
 Менеджер: Сергей, благодарю вас за ожидание, да, информацию проверил на всякий случай, убедился. Все так, все так, у вас много времени в запасе. Спасибо, спасибо, спасибо вам, Сергей, за звонок, хорошего дня.
 Клиент: Все, спасибо, тогда я в понедельник заберу.
 Клиент: Угу, ага, вам тоже?
 Менеджер: Спасибо.","{
  ""brands"": [
  {
  ""brand"": ""Техмаш"",
  ""count"": ""1""
  }
  ]
 }","[{""brand"": ""Техмаш"", ""count"": 1}]"
505,"Менеджер: Добрый день, менеджер поддержки Полина, чем могу помочь?
 Клиент: Полина, добрый день, а вчера вечером щас за.
 Менеджер: А вчера вечером к вам за.
 Клиент: Чтобы заказать электротриммер и менеджер Владимир, кстати, хороший менеджер понравился мне, как он разговаривал со мной, помог мне вот.
 Клиент: Мы к ним пришли к единому мнению выписать DEWALT 1600 электротриммер. Мне хотелось бы узнать судьбу заказа, потому что номер заказа не сбросили мне на телефон Смской.
 Менеджер: Потому что номер заказа, не сбросить ли мне на?
 Менеджер: Да, Николай Филиппович, открываю заказ коса электрическая с цельным валом и ременным приводом, верно?
 Клиент: И как как?
 Клиент: Да правильно.
 Менеджер: На, дата доставки указана на завтра после 13 0 0 вам придет смс оповещение.
 Клиент: Придет завтра, да, когда придет товар.
 Менеджер: Да, товар придет и придет смс о том, что можно забирать.
 Клиент: Полина, спасибо, вы все доходчиво мне разъяснили, удачи вам.
 Менеджер: Полина, спасибо вы все доходчиво мне.
 Менеджер: Скажите еще чем то могу помочь, нет, спасибо спасибо вам хорошего вам дня.
 Клиент: Нет, спасибо, до свидания, всего вам доброго спасибо, спасибо.","{
  ""brands"": [
  {
  ""brand"": ""DEWALT"",
  ""count"": ""1""
  }
  ]
 }","[{""brand"": ""DEWALT"", ""count"": 1}]"
509,"Менеджер: Поддержка, Виктор, чем могу помочь, Виктор. Здравствуйте, добрый день, добрый день.
 Клиент: Здравствуйте, звоню вам с Санкт Петербурга. Хотел бы мне я вовремя не получил свой заказ и хотел бы сегодня его забрать, а срок закончился вчера. Я хотел бы, чтобы вы не отправляли из магазина, возможно это.
 Менеджер: Я думаю, у меня получился мой заказ, и хотел бы сегодня его забрать, но срок закончился вчера, я хотел.
 Менеджер: А номер заказа счета можете назвать, вот по которому вопрос. Давайте проверим, посмотрим, угу угу 78 0 2 52.
 Клиент: Давайте значит 25 0 8.
 Клиент: 78 0 2 52
 Клиент: 80 546
 Менеджер: 546 Спасибо вам, спасибо большое, давайте посмотрим.
 Менеджер: Спасибо, спасибо, данные просто подгрузились. Сейчас 1 секунду 1 секунду я срок резерва, пока сейчас просто не вижу актуальный сейчас 1 секунду.
 Клиент: Угу.
 Клиент: Я ж 3 дня был.
 Менеджер: Да, спасибо включительно сегодня включительно, поэтому можно прийти получить позиции. Будет находиться, если вдруг не успеваете, предлагаю нам позвонить. Чтобы мы коллегам передали, вижу у вас просто заказ. Вот Яндекс, чтобы у вас просто срок резерва продлил либо в поддержку Яндекс Маркет написать. Либо нам с номером заказа, чтобы мы информацию передали, поэтому сегодня включительно весь день будем ждать вас за получением пункт выдачи у нас. С 10 до 8 работает, да поэтому приходите, приходите. Конечно, будем ждать вас Угу, да если вопросов не особо будем ждать Угу, до свидания, спасибо.
 Клиент: А сегодня включительно, да?
 Клиент: Отлично, не сегодня я обязательно получу, да?
 Клиент: Да, спасибо большое, да обязательно сегодня получу, да всего доброго, до свидания.","{
  ""brands"": [
  {
  ""brand"": ""Яндекс"",
  ""count"": ""1""
  },
  {
  ""brand"": ""Яндекс Маркет"",
  ""count"": ""1""
  }
  ]
 }","[{""brand"": ""Яндекс Маркет"", ""count"": 1}]"
510,"Менеджер: Добрый день, отдел поддержки Альберт, чем могу помочь?
 Клиент: Алло, здравствуйте, подскажите мне по поводу доставки моего заказа? А сейчас со мной связался курьер и сказал мне о том, что он сможет мой заказ диван на. Минуточку привезти мне к подъезду. Это почему такая история, если я заказываю доставку до квартиры? Я диван, как, по вашему мнению, сама, что ли, должна внести?
 Менеджер: Да, Ксения, Ксения, вас зовут, я правильно понимаю? Да, Ксения, вас при заказе актуальные, посмотрю, что здесь происходит, как оформляли заказ.
 Клиент: Да, да,
 Менеджер: Секунду
 Менеджер: Так, а заказ оформляли на телефон, с которого нам сейчас звоните, да?
 Клиент: Да,
 Менеджер: Так, а когда был оформлен заказ, подскажите 5 последних цифр, пожалуйста?
 Менеджер: Если удобно.
 Клиент: Сейчас скажу.
 Менеджер: Посмотрел последние за август все заказы. Возможно, раньше это было, а с июля, да?
 Клиент: Нет, он с июля 824, видно вам или полностью сказать.
 Менеджер: Я думаю, что, 28:241, видимо, да, заканчивается последние 5 цифр. Нет, пожалуйста, 5 последних цифр, 5 последних цифр, да?
 Клиент: Чего?
 Клиент: Давайте я вам нормально назову. 25 0 7 - 4 8 8 307 - 8 00 24
 Менеджер: Угу.
 Менеджер: 24. Да, спасибо, сейчас секунду открою, вот так быстрее будет.
 Менеджер: Да, заказ нашел, сейчас секунду.
 Менеджер: Так, диван вижу, здесь секунду, вот здесь смотрю условия доставки.
 Менеджер: Ксения, а получается, на этапе оформления заказа было обещано, что будет подъемный этаж, я правильно понимаю?
 Клиент: Ну да, у меня и стоит, посмотрите, доставка поставлена по адресу Ползунова 24, а 3 подъезд, 5 этаж, квартира 58. Все с учетом этого адреса все подтверждено.
 Менеджер: Понял, да, ну адрес действительно указан.
 Менеджер: Сейчас секунду.
 Менеджер: Але, але, слышите, да?
 Менеджер: Ксения, позвольте сейчас перезвоню вам. Все перепроверю, хорошо, на номер телефона, с которого звоните 888 8888.
 Клиент: Да, угу.","{
  ""brands"": [
  {
  ""brand"": ""Альберт"",
  ""count"": ""1""
  }
  ]
 }",[]
511,"Клиент: А
 Менеджер: Добрый день, менеджер поддержки Кристина, я вас слушаю.
 Клиент: Доброе утро, я вот прочитал на Авито объявление, что в городе Красноармейске на улице Первомайской требуется работник на все инструменты ру выдачи.
 Менеджер: Скажите, пожалуйста, к вам, как могу обратиться?
 Клиент: Меня зовут Кирилл, я как бы вот рядом живу, мне прям до этого места дойти. Ну, наверное, 2 минуты я на соседней улице живу.
 Менеджер: Угу, так давайте передам информацию. Скажите, пожалуйста, еще раз город какой?
 Клиент: Город Красноармейск, Московская область, город Красноармейск, Пушкинский район, а?
 Менеджер: Угу, а адрес какой?
 Клиент: А пункт выдачи?
 Менеджер: Да,
 Клиент: Первомайская по моему, 1 а там это самое по моему Первомайская. 1 А но там прям вот при въезде в город.
 Менеджер: Угу.
 Менеджер: Минуту, смотрите, я в отдел кадров информацию тогда передала. С вами должны будут связаться сегодня для уточнения, либо в понедельник свяжется.
 Клиент: Хорошо.
 Клиент: Ну, телефон мой там вот отобразился у вас.
 Менеджер: А тот, с которого вы звоните его, могу оставить как контактным.
 Клиент: 0 0 Последние цифры 54
 Менеджер: Да,
 Клиент: Угу, а сегодня будет звонок, да или я просто боюсь пропустить. Могу буду траву косить и как бы это самое не услышал, что мне сделать перезвонить потом или как или вы мне.
 Менеджер: Перезвонить можно будет, а так информация перезвонить можно будет, а так информация отдел кадров передала. Должны будут обязательно связаться с вами.
 Клиент: 2 Раз можете там перезвонить.
 Клиент: Угу.
 Клиент: Хорошо, спасибо вам всего доброго.
 Менеджер: Спасибо за обращение хорошего дня до свидания.
 Клиент: И вам хорошего дня до свидания.","{
  ""brands"": [
  {
  ""brand"": ""Авито"",
  ""count"": ""1""
  },
  {
  ""brand"": ""ВсеИнструменты.ру"",
  ""count"": ""1""
  }
  ]
 }","[{""brand"": ""Авито"", ""count"": 1}, {""brand"": ""все инструменты"", ""count"": 1}]"
512,"Менеджер: Добрый день, Марина, менеджер поддержки, слушаем вас.
 Клиент: Здравствуйте, я сделал заказ вот, но мне даже не дали выбрать пункт доставки, хотел бы поменять пункт доставки.
 Менеджер: Давайте отредактируем, Александр, скажите, пожалуйста, это заказ, в котором у вас хомуты штуцер, верно?
 Клиент: Да правильно.
 Менеджер: У вас выбран пункт выдачи Новоясеневский проспект, строение 1 вам не туда нужно.
 Клиент: Да, я хотел бы это около проспекта Вернадского, у вас открылся офис.
 Менеджер: Проспект Вернадского.
 Клиент: Да,
 Менеджер: Так, на проспекте Вернадского есть дом, 105 есть 14, а вам какой нужен?
 Клиент: Вот около метро это какой около метро проспект Вернадского.
 Менеджер: Я не знаю, сейчас буду на карте смотреть, дайте мне, пожалуйста, время.
 Клиент: Угу.
 Менеджер: Благодарю за ожидание, вот метро, проспект Вернадского. Это торговый центр Вов Сити, дом 14, а туда нужно.
 Клиент: Да,
 Клиент: Да оба в сети все правильно.
 Менеджер: Хорошо, сейчас отредактирую минуту, пожалуйста.
 Клиент: Сделайте его как бы основным по умолчанию.
 Менеджер: У меня нет таких возможностей при оформлении заказа, вы выбираете пункт выдачи.
 Клиент: Ну вот, она мне даже не дала выбрать программу.
 Менеджер: Нужно в заказ зайти, можно прям в заказе отредактировать.
 Клиент: Ну давайте тогда уж раз вы это.
 Менеджер: Благодарю вас за ожидание, Александр изменила вам. Пункт выдачи на проспект Вернадского 14, а торговый центр Обувь Сити заказ туда прибудет 16 августа в обед в 12 дня заказ на 143 р. о прибытии вам придет смс оповещение.
 Клиент: А срок хранения заказа какой 3 дня, так и еще такой вопрос, то есть можно на месте оплатить, да?
 Менеджер: 3 Дня
 Менеджер: Да, карта.
 Менеджер: Наличными.
 Клиент: Угу хорошо, спасибо большое.
 Менеджер: Пожалуйста, Александр, будем ждать вас до свидания.
 Клиент: Угу, угу до свидания.","{
  ""brands"": [
  {
  ""brand"": ""Обувь Сити"",
  ""count"": ""2""
  }
  ]
 }","[{""brand"": ""Обувь Сити"", ""count"": 1}]"
